1.295309400558471680e+01,1.263663082437276017e+02
1.304995203018188477e+01,1.260543499511241379e+02
1.316993284225463867e+01,1.255442815249266886e+02
1.330726790428161621e+01,1.251378299120234487e+02
1.343381476402282715e+01,1.250270446399478601e+02
1.354048490524291992e+01,1.251809058325187181e+02
1.363888502120971680e+01,1.255922450309547003e+02
1.374870491027832031e+01,1.258613229064841903e+02
1.385119605064392090e+01,1.259833822091886617e+02
1.394897603988647461e+01,1.257578364288041683e+02
1.404791998863220215e+01,1.256643857934180488e+02
1.416234612464904785e+01,1.255038123167155391e+02
1.426450109481811523e+01,1.254453567937438834e+02
1.437444806098937988e+01,1.253897034864776856e+02
1.450418400764465332e+01,1.254842619745845695e+02
1.460989284515380859e+01,1.257030303030303031e+02
1.471693181991577148e+01,1.255736070381231713e+02
1.486198306083679199e+01,1.252633431085043867e+02
1.499097084999084473e+01,1.251586184424894128e+02
1.510143589973449707e+01,1.254348647768002394e+02
1.523470497131347656e+01,1.255676115998696645e+02
1.533809494972229004e+01,1.255614858260019417e+02
1.543743395805358887e+01,1.253569892473118301e+02
1.560784506797790527e+01,1.249026392961876724e+02
1.574755787849426270e+01,1.250398175301401125e+02
1.587623000144958496e+01,1.248642554578038357e+02
1.599597597122192383e+01,1.248110133594004623e+02
1.612648510932922363e+01,1.248445747800586361e+02
1.626700997352600098e+01,1.244379276637341292e+02
1.641181397438049316e+01,1.246689475399152798e+02
1.654588294029235840e+01,1.243696969696969745e+02
1.668066501617431641e+01,1.245262952101661682e+02
1.681275987625122070e+01,1.240843271423916576e+02
1.692962002754211426e+01,1.241849462365591421e+02
1.705173993110656738e+01,1.241163897034864902e+02
1.716203594207763672e+01,1.228403388725969307e+02
1.726506185531616211e+01,1.241435646790485521e+02
1.737202596664428711e+01,1.234146627565982470e+02
1.750465011596679688e+01,1.233285109156076942e+02
1.761713910102844238e+01,1.233581622678397025e+02
1.775123906135559082e+01,1.231390029325513069e+02
1.788094496726989746e+01,1.231967416096448460e+02
1.799366688728332520e+01,1.226968393613555008e+02
1.812096691131591797e+01,1.227521016617790792e+02
1.822530102729797363e+01,1.230773541870316166e+02
1.833595991134643555e+01,1.222318670576735116e+02
1.846573400497436523e+01,1.212845226458129702e+02
1.856638288497924805e+01,1.218147930922124687e+02
1.867890691757202148e+01,1.234420984033887407e+02
1.881494593620300293e+01,1.231541218637992898e+02
1.893037509918212891e+01,1.217098077549690487e+02
1.906324601173400879e+01,1.217060931899641645e+02
1.918862795829772949e+01,1.228387096774193452e+02
1.929526996612548828e+01,1.231458455522971605e+02
1.942969512939453125e+01,1.229895079830563844e+02
1.953573989868164062e+01,1.230489410231345602e+02
1.967125892639160156e+01,1.233343760182469850e+02
1.977970194816589355e+01,1.235109807754969182e+02
1.988819003105163574e+01,1.233425871619420064e+02
2.002283287048339844e+01,1.235030303030303003e+02
2.016844296455383301e+01,1.236879113717823344e+02
2.029091000556945801e+01,1.238721407624633457e+02
2.039697504043579102e+01,1.245180840664711610e+02
2.054553103446960449e+01,1.237511893124796387e+02
2.067196512222290039e+01,1.233640273704789934e+02
2.080985188484191895e+01,1.237607038123167200e+02
2.093427205085754395e+01,1.239541870316063950e+02
2.104808902740478516e+01,1.240495927012055972e+02
2.118882584571838379e+01,1.237807754969045391e+02
2.132968306541442871e+01,1.235213424568263036e+02
2.146455883979797363e+01,1.235599869664385864e+02
2.160344099998474121e+01,1.233539915281850767e+02
2.174245214462280273e+01,1.233030954708373912e+02
2.188294100761413574e+01,1.230499185402411086e+02
2.202389788627624512e+01,1.227724340175953017e+02
2.215161609649658203e+01,1.223509938090583091e+02
2.225369191169738770e+01,1.224510915607689867e+02
2.239835500717163086e+01,1.221803844900619112e+02
2.254033279418945312e+01,1.220956011730205120e+02
2.266841673851013184e+01,1.216248941023134620e+02
2.280718088150024414e+01,1.214908439231019912e+02
2.292210388183593750e+01,1.213975887911371814e+02
2.304322290420532227e+01,1.214230042359074559e+02
2.315216016769409180e+01,1.217495601173020532e+02
2.325681281089782715e+01,1.221065493646138975e+02
2.339391398429870605e+01,1.214801564027370517e+02
2.349973297119140625e+01,1.212827631150211829e+02
2.363119697570800781e+01,1.215382209188660880e+02
2.374230790138244629e+01,1.215397197784294576e+02
2.387744998931884766e+01,1.215871619420006482e+02
2.400748491287231445e+01,1.214310198761811534e+02
2.411886096000671387e+01,1.212263929618768401e+02
2.422627282142639160e+01,1.208303030303030283e+02
2.435151195526123047e+01,1.209240795047246735e+02
2.445998907089233398e+01,1.211550993809058383e+02
2.457128500938415527e+01,1.211524926686216901e+02
2.469864892959594727e+01,1.209580319322254809e+02
2.480030393600463867e+01,1.203345715216682947e+02
2.492606711387634277e+01,1.207638318670576751e+02
2.504799079895019531e+01,1.207448028673835125e+02
2.514965319633483887e+01,1.205255783642880516e+02
2.524939608573913574e+01,1.204852394916911038e+02
2.540870094299316406e+01,1.204168132942326537e+02
2.552763891220092773e+01,1.199970674486803546e+02
2.563359904289245605e+01,1.194940371456500543e+02
2.577010583877563477e+01,1.193394591072010371e+02
2.591672515869140625e+01,1.193716520039100715e+02
2.604847908020019531e+01,1.197152818507657202e+02
2.618138694763183594e+01,1.196644509612251568e+02
2.628281092643737793e+01,1.195139133268165352e+02
2.638258099555969238e+01,1.198288693385467667e+02
2.650264883041381836e+01,1.198346041055718416e+02
2.663502907752990723e+01,1.199130661453242084e+02
2.674068784713745117e+01,1.202175301401107816e+02
2.687444686889648438e+01,1.195741935483871003e+02
2.698203301429748535e+01,1.191403062886933952e+02
2.711380791664123535e+01,1.193910068426197455e+02
2.725379490852355957e+01,1.196548712935809817e+02
2.735547876358032227e+01,1.195407624633431141e+02
2.749436998367309570e+01,1.195557510589768526e+02
2.764741992950439453e+01,1.191453893776474473e+02
2.776756000518798828e+01,1.190844574780058593e+02
2.792246484756469727e+01,1.195962202671880021e+02
2.804064297676086426e+01,1.193908113391984358e+02
2.815046095848083496e+01,1.195256435320951454e+02
2.828997206687927246e+01,1.194635386119256992e+02
2.843430399894714355e+01,1.192224828934506462e+02
2.855357193946838379e+01,1.191212772890192326e+02
2.865965294837951660e+01,1.194256109481915900e+02
2.879663801193237305e+01,1.194575431736722066e+02
2.890913701057434082e+01,1.197641577060931724e+02
2.904344296455383301e+01,1.198757901596611219e+02
2.919048500061035156e+01,1.201717823395242704e+02
2.932009696960449219e+01,1.196716845878136155e+02
2.942571496963500977e+01,1.184967741935483900e+02
2.953291606903076172e+01,1.193631801889866324e+02
2.967738890647888184e+01,1.200319973932877247e+02
2.981158494949340820e+01,1.203165200391006806e+02
2.994944691658020020e+01,1.196939719778429634e+02
3.008524203300476074e+01,1.195086999022482814e+02
3.021159315109252930e+01,1.194593678722711019e+02
3.035847997665405273e+01,1.199118931247963502e+02
3.050172305107116699e+01,1.203003584229390555e+02
3.062806415557861328e+01,1.201498859563375845e+02
3.073172783851623535e+01,1.198887585532746840e+02
3.086893701553344727e+01,1.198450961225154714e+02
3.101931309700012207e+01,1.195922450309547003e+02
3.114044189453125000e+01,1.193702834799609036e+02
3.125956106185913086e+01,1.196437275985662865e+02
3.138145899772644043e+01,1.199710654936461509e+02
3.153355789184570312e+01,1.202283479960899086e+02
3.166652989387512207e+01,1.201298794395568592e+02
3.180189490318298340e+01,1.196140110785272128e+02
3.191888189315795898e+01,1.195178885630498513e+02
3.203813481330871582e+01,1.191087650700553837e+02
3.218084907531738281e+01,1.189667644183773092e+02
3.231574416160583496e+01,1.189891821440208588e+02
3.242303085327148438e+01,1.188443792766373264e+02
3.255315995216369629e+01,1.185620071684587771e+02
3.266344308853149414e+01,1.190634082763115060e+02
3.279799985885620117e+01,1.189615509938090554e+02
3.292696094512939453e+01,1.189436298468556430e+02
3.303279709815979004e+01,1.193741283805799895e+02
3.314465808868408203e+01,1.192033887259693756e+02
3.328297686576843262e+01,1.189100684261974692e+02
3.338251709938049316e+01,1.188383838383838338e+02
3.353210401535034180e+01,1.193772564353209447e+02
3.365812492370605469e+01,1.191423264907135859e+02
3.379128313064575195e+01,1.186131638970348519e+02
3.392268204689025879e+01,1.185407624633431141e+02
3.403983807563781738e+01,1.184903877484522781e+02
3.414093089103698730e+01,1.182919517758227386e+02
3.428116893768310547e+01,1.185937438905180699e+02
3.441903901100158691e+01,1.183541870316063864e+02
3.455607700347900391e+01,1.180219615509938080e+02
3.469690775871276855e+01,1.180770283479960909e+02
3.482980489730834961e+01,1.182317367220593241e+02
3.493599081039428711e+01,1.180177908113391965e+02
3.507135486602783203e+01,1.181517758227435735e+02
3.517610406875610352e+01,1.181867057673509294e+02
3.531289291381835938e+01,1.177586836102965009e+02
3.541330099105834961e+01,1.175721733463669096e+02
3.551281499862670898e+01,1.176596285434995224e+02
3.563318204879760742e+01,1.178510263929618844e+02
3.576541495323181152e+01,1.180727272727272776e+02
3.591647505760192871e+01,1.187545780384489973e+02
3.602700185775756836e+01,1.184893450635386216e+02
3.614467382431030273e+01,1.185358748778103717e+02
